Prompt,,"System prompt:
Assume you are an expert professor in Software Engineering conducting a systematic literature review.

Your task is to evaluate studies based on specific criteria:
ACM,"Devarakonda, Sachidananda Bharadwaj and Sharma, Soumyajit Sen and Rudra Pal, Abhishek",Design and development of medical cobot to assist surgeon,2024,10.1145/3637843.3637853,"This paper presents an automated collaborative robot that works with a surgeon during a surgical operation incorporated with Machine learning algorithms and Deep learning algorithms to assist the surgeon by performing auxiliary actions. Our main objective is to create a framework for a collaborative nurse robot that upon voice instruction, will recognize and classify the surgical instruments present in the surgical tray and execute manual tasks such as picking up and delivering that instrument to its operator. There have been discussions on the types of co-bots and the types that can embrace the prescribed idea. After visualizing a co-bot model, designing it in CAD software is a crucial initiation to judge the practicality of the robot. The robot was designed to test its navigation before prototyping it. The main objectives to accomplish the working of an assistant medical co-bot is discussed. For object detection Aruco marker that uses Convolution Neural Network is implicated, for voice detection Google's speech recognition system having Deep neural network algorithm is embraced and for training the Co-bot using Arduino libraries is being discussed. Python has been used as a programming language and pyserial to communicate with Arduino from other two systems i.e., voice recognition system and object detection system. This medical Co-bot reflects our effort to lessen stress on surgeon and human error during operation.","Component, assistant nurse, automation, collaborative robots, deep learning, image classification, machine learning, modeling, python, surgical instruments, voice recognition",Não,Não,Igual,"IC2 not satisfied: No clear mention of practical application, measured impact, HRI analysis, enabling technologies, or implementation challenges in title/abstract.","IC1 not satisfied. Title/abstract do not clearly indicate a focus on target sectors (logistics, healthcare, field services).",Ambas,Não,"Title: Design and development of medical cobot to assist surgeon
Abstract: This paper presents an automated collaborative robot that works with a surgeon during a surgical operation incorporated with Machine learning algorithms and Deep learning algorithms to assist the surgeon by performing auxiliary actions. Our main objective is to create a framework for a collaborative nurse robot that upon voice instruction, will recognize and classify the surgical instruments present in the surgical tray and execute manual tasks such as picking up and delivering that instrument to its operator. There have been discussions on the types of co-bots and the types that can embrace the prescribed idea. After visualizing a co-bot model, designing it in CAD software is a crucial initiation to judge the practicality of the robot. The robot was designed to test its navigation before prototyping it. The main objectives to accomplish the working of an assistant medical co-bot is discussed. For object detection Aruco marker that uses Convolution Neural Network is implicated, for voice detection Google's speech recognition system having Deep neural network algorithm is embraced and for training the Co-bot using Arduino libraries is being discussed. Python has been used as a programming language and pyserial to communicate with Arduino from other two systems i.e., voice recognition system and object detection system. This medical Co-bot reflects our effort to lessen stress on surgeon and human error during operation.
"
ACM,"Ahumada-Newhart, Veronica and Wood, Taffeta S. and Taylor, Erin R. and Johnson, Francesca O. and Saltzen, Siena and Joshi, Sanjay S.",Study of Telerobot Personalization for Children: Exploring Qualitative Coding of Artwork,2023,10.1145/3568294.3580142,"Social telepresence robots (i.e., telerobots) are used for social and learning experiences by children. However, most (if not all) commercially available telerobot bodies were designed for adults in corporate or healthcare settings. Due to an adult-focused market, telerobot design has typically not considered important factors such as age and physical aspect in the design of robot bodies. To better understand how peer interactants can facilitate the identities of remote children through personalization of robot bodies, we conducted an exploratory study to evaluate collaborative robot personalization. In this study, child participants (N=28) attended an interactive lesson on robots in our society. After the lesson, participants interacted with two telerobots for personalization activities and a robot fashion show. Finally, participants completed an artwork activity on robot design. Initial findings from this study will inform our continued work on telepresence robots for virtual inclusion and improved educational experiences of remote children and their peers.","education, identity, personalization, robot design, robotics, telepresence",Não,Não,Igual,"IC2 not satisfied: No clear mention of practical application, measured impact, HRI analysis, enabling technologies, or implementation challenges in title/abstract.","IC2 not satisfied. Abstract does not provide data on practical applications, impacts, HRI analysis, or implementation challenges.",Ambas,Não,"Title: Study of Telerobot Personalization for Children: Exploring Qualitative Coding of Artwork
Abstract: Social telepresence robots (i.e., telerobots) are used for social and learning experiences by children. However, most (if not all) commercially available telerobot bodies were designed for adults in corporate or healthcare settings. Due to an adult-focused market, telerobot design has typically not considered important factors such as age and physical aspect in the design of robot bodies. To better understand how peer interactants can facilitate the identities of remote children through personalization of robot bodies, we conducted an exploratory study to evaluate collaborative robot personalization. In this study, child participants (N=28) attended an interactive lesson on robots in our society. After the lesson, participants interacted with two telerobots for personalization activities and a robot fashion show. Finally, participants completed an artwork activity on robot design. Initial findings from this study will inform our continued work on telepresence robots for virtual inclusion and improved educational experiences of remote children and their peers.
"
ACM,"Rincon, Gema and Nicolas, Carlos-F. and Poggi, Tomaso",Improving Availability in a Robotic Application without Loss of Safety,2024,10.1145/3706601.3706616,"In our automated and industrialized world, ensuring safety in human-robot interaction is essential, a complex engineering task especially in dynamic environments. The widespread adoption of collaborative and autonomous robots across various sectors underscores the critical need for robust safety measures.This article examines the current state of safety in collaborative robotics and proposes a strategy for assessing the safety of the robot task against the indications of existing standards. If the task is not considered safe in the current environment, a new task is sought for the robot, which increases its availability. These addresses dynamic environments where robots and humans coexist, allowing the autonomous robot to make task decisions based on safety considerations.","autonomous robots, availability, collaborative robots, safety",Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 not satisfied. Title/abstract do not clearly indicate a focus on target sectors (logistics, healthcare, field services).",Ambas,Não,"Title: Improving Availability in a Robotic Application without Loss of Safety
Abstract: In our automated and industrialized world, ensuring safety in human-robot interaction is essential, a complex engineering task especially in dynamic environments. The widespread adoption of collaborative and autonomous robots across various sectors underscores the critical need for robust safety measures.This article examines the current state of safety in collaborative robotics and proposes a strategy for assessing the safety of the robot task against the indications of existing standards. If the task is not considered safe in the current environment, a new task is sought for the robot, which increases its availability. These addresses dynamic environments where robots and humans coexist, allowing the autonomous robot to make task decisions based on safety considerations.
"
ACM,"Koike, Amy and Mutlu, Bilge",Exploring the Design Space of Extra-Linguistic Expression for Robots,2023,10.1145/3563657.3595968,"In this paper, we explore the new design space of extra-linguistic cues inspired by graphical tropes used in graphic novels and animation to enhance the expressiveness of social robots. We identified a set of cues that can be used to generate expressions, including smoke/steam/fog, water droplets, and bubbles, and prototyped devices that can generate these fluid expressions for a robot. We conducted design sessions where eight designers explored the use and utility of these expressions in conveying the robot’s internal states in various design scenarios. Our analysis of the 22 designs, the associated design justifications, and the interviews with designers revealed patterns in how each form of expression was used, how they were combined with nonverbal cues, and where the participants drew their inspiration from. These findings informed the design of an integrated module called EmoPack, which can be used to augment the expressive capabilities of any robot platform.","design tools, expressivity, extra-linguistic cues, graphical tropes, human-robot interaction, interaction design",Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment).,"EC2 met. Focuses on an excluded sector (e.g., military, domestic) without clear application to target sectors.",Ambas,Não,"Title: Exploring the Design Space of Extra-Linguistic Expression for Robots
Abstract: In this paper, we explore the new design space of extra-linguistic cues inspired by graphical tropes used in graphic novels and animation to enhance the expressiveness of social robots. We identified a set of cues that can be used to generate expressions, including smoke/steam/fog, water droplets, and bubbles, and prototyped devices that can generate these fluid expressions for a robot. We conducted design sessions where eight designers explored the use and utility of these expressions in conveying the robot’s internal states in various design scenarios. Our analysis of the 22 designs, the associated design justifications, and the interviews with designers revealed patterns in how each form of expression was used, how they were combined with nonverbal cues, and where the participants drew their inspiration from. These findings informed the design of an integrated module called EmoPack, which can be used to augment the expressive capabilities of any robot platform.
"
ACM,"Ajaykumar, Gopika and Steele, Maureen and Huang, Chien-Ming",A Survey on End-User Robot Programming,2021,10.1145/3466819,"As robots interact with a broader range of end-users, end-user robot programming has helped democratize robot programming by empowering end-users who may not have experience in robot programming to customize robots to meet their individual contextual needs. This article surveys work on end-user robot programming, with a focus on end-user program specification. It describes the primary domains, programming phases, and design choices represented by the end-user robot programming literature. The survey concludes by highlighting open directions for further investigation to enhance and widen the reach of end-user robot programming systems.","End-user robot programming, human-robot interaction, end-user programming",Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC4 met: Article appears to be a review/survey/meta-analysis (excluded).,"EC4 met. The abstract indicates this is a review, survey, or other excluded publication type.",Ambas,Não,"Title: A Survey on End-User Robot Programming
Abstract: As robots interact with a broader range of end-users, end-user robot programming has helped democratize robot programming by empowering end-users who may not have experience in robot programming to customize robots to meet their individual contextual needs. This article surveys work on end-user robot programming, with a focus on end-user program specification. It describes the primary domains, programming phases, and design choices represented by the end-user robot programming literature. The survey concludes by highlighting open directions for further investigation to enhance and widen the reach of end-user robot programming systems.
"
ACM,"Schoen, Andrew and Henrichs, Curt and Strohkirch, Mathias and Mutlu, Bilge",Authr: A Task Authoring Environment for Human-Robot Teams,2020,10.1145/3379337.3415872,"Collaborative robots promise to transform work across many industries and promote human-robot teaming as a novel paradigm. However, realizing this promise requires the understanding of how existing tasks, developed for and performed by humans, can be effectively translated into tasks that robots can singularly or human-robot teams can collaboratively perform. In the interest of developing tools that facilitate this process we present Authr, an end-to-end task authoring environment that assists engineers at manufacturing facilities in translating existing manual tasks into plans applicable for human-robot teams and simulates these plans as they would be performed by the human and robot. We evaluated Authr with two user studies, which demonstrate the usability and effectiveness of Authr as an interface and the benefits of assistive task allocation methods for designing complex tasks for human-robot teams. We discuss the implications of these findings for the design of software tools for authoring human-robot collaborative plans.","authoring, human-robot collaboration, task allocation, visual programming",Não,Não,Igual,"IC2 not satisfied: No clear mention of practical application, measured impact, HRI analysis, enabling technologies, or implementation challenges in title/abstract.","IC2 not satisfied. Abstract does not provide data on practical applications, impacts, HRI analysis, or implementation challenges.",Ambas,Não,"Title: Authr: A Task Authoring Environment for Human-Robot Teams
Abstract: Collaborative robots promise to transform work across many industries and promote human-robot teaming as a novel paradigm. However, realizing this promise requires the understanding of how existing tasks, developed for and performed by humans, can be effectively translated into tasks that robots can singularly or human-robot teams can collaboratively perform. In the interest of developing tools that facilitate this process we present Authr, an end-to-end task authoring environment that assists engineers at manufacturing facilities in translating existing manual tasks into plans applicable for human-robot teams and simulates these plans as they would be performed by the human and robot. We evaluated Authr with two user studies, which demonstrate the usability and effectiveness of Authr as an interface and the benefits of assistive task allocation methods for designing complex tasks for human-robot teams. We discuss the implications of these findings for the design of software tools for authoring human-robot collaborative plans.
"
ACM,"Abioye, Ayodeji O. and Hunt, William and Gu, Yue and Schneiders, Eike and Naiseh, Mohammad and Archibald, Blair and Sevegnani, Michele and Ramchurn, Sarvapali D. and Fischer, Joel E. and Soorati, Mohammad D.",A User Study Evaluation of Predictive Formal Modelling at Runtime in Human-Swarm Interaction,2025,10.1145/3727989,"Formal Modelling is often used as part of the design and testing process of software development to ensure that components operate within suitable bounds even in unexpected circumstances. We conducted a user study evaluation of predictive formal modelling (PFM) at runtime in a human-swarm mission to determine the benefit of PFM on performance and human-swarm interaction. A total of 180 participants were recruited to perform the role of aerial swarm operators delivering parcels to target locations in a simulation environment. The PFM model was integrated into the simulation software to inform the operator of the estimated mission completion time given the current number of drones deployed. The operator could increase the number of parcels delivered in any timestep by adding drones, which also increased costs, thus requiring the use of the minimum number of drones necessary to complete the task in the given time. We collected user feedback using standard survey questionnaires and measured performance using data obtained from the Human and Robot Interactive Swarm (HARIS) simulator. Our results show that PFM increased the performance of the human swarm team without significantly increasing the operators’ workload or affecting the system’s usability.","Human-Robot Interaction (HRI), Human-Swarm Interaction (HSI), Predictive Formal Modelling (PFM), Workload, Usability",Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC4 met: Article appears to be a review/survey/meta-analysis (excluded).,"EC4 met. The abstract indicates this is a review, survey, or other excluded publication type.",Ambas,Não,"Title: A User Study Evaluation of Predictive Formal Modelling at Runtime in Human-Swarm Interaction
Abstract: Formal Modelling is often used as part of the design and testing process of software development to ensure that components operate within suitable bounds even in unexpected circumstances. We conducted a user study evaluation of predictive formal modelling (PFM) at runtime in a human-swarm mission to determine the benefit of PFM on performance and human-swarm interaction. A total of 180 participants were recruited to perform the role of aerial swarm operators delivering parcels to target locations in a simulation environment. The PFM model was integrated into the simulation software to inform the operator of the estimated mission completion time given the current number of drones deployed. The operator could increase the number of parcels delivered in any timestep by adding drones, which also increased costs, thus requiring the use of the minimum number of drones necessary to complete the task in the given time. We collected user feedback using standard survey questionnaires and measured performance using data obtained from the Human and Robot Interactive Swarm (HARIS) simulator. Our results show that PFM increased the performance of the human swarm team without significantly increasing the operators’ workload or affecting the system’s usability.
"
ACM,"Jaiswal, Ashish and Nale, Gaurav and An, Qiyuan and Reza Pavel, Hamza and Karim, Enamul and Acharya, Sneh and Makedon, Fillia",An Assistive Robotic System for Cognitive State Assessment in Individuals with Spinal Cord Injury,2024,10.1145/3652037.3652068,"We introduce an innovative assistive robotic setup tailored for assessing the cognitive state of individuals with spinal cord injuries (SCI) during their daily activities. Utilizing physiological sensors such as ECG, EEG, and EDA, along with cameras for facial expression, our system is designed to detect and evaluate cognitive fatigue in participants as they engage with a collaborative robot. Specifically, two tasks, Cooking Pasta Sauce and Getting Ready for Work–have been crafted to gather data on cognitive states. Participants interact with the robot using natural language (English) to perform tasks, while their physiological responses, facial expressions, and activities are recorded. The study comprises three phases of cognitive fatigue: baseline, moderate, and severe. Cognitive fatigue is induced through the N-back task paradigm, and its severity is assessed using the Visual Analogue Scale for Fatigue (VAS-F) questionnaire. Our system is designed to intervenes during the tasks based on the detected cognitive fatigue levels. In this paper, we concentrate on validating the cognitive fatigue detection system using only physiological sensors during task performance, achieving an accuracy of 85.7% and a recall of 0.87. We provide detailed insights into the system design and present a preliminary analysis of the gathered data.","assistive robots, cognitive fatigue, human computer interface, multimodal system, physiological sensors",Não,Sim,Diferente,"IC2 not satisfied: No clear mention of practical application, measured impact, HRI analysis, enabling technologies, or implementation challenges in title/abstract.",Forte alinhamento. O estudo discute um robô colaborativo (IC1) de assistência/saúde (IC1) para indivíduos com lesão medular. Ele fornece dados sobre a validação do sistema e seu design (IC2). O ano de 2024 atende ao IC5.,,Sim,"Title: An Assistive Robotic System for Cognitive State Assessment in Individuals with Spinal Cord Injury
Abstract: We introduce an innovative assistive robotic setup tailored for assessing the cognitive state of individuals with spinal cord injuries (SCI) during their daily activities. Utilizing physiological sensors such as ECG, EEG, and EDA, along with cameras for facial expression, our system is designed to detect and evaluate cognitive fatigue in participants as they engage with a collaborative robot. Specifically, two tasks, Cooking Pasta Sauce and Getting Ready for Work–have been crafted to gather data on cognitive states. Participants interact with the robot using natural language (English) to perform tasks, while their physiological responses, facial expressions, and activities are recorded. The study comprises three phases of cognitive fatigue: baseline, moderate, and severe. Cognitive fatigue is induced through the N-back task paradigm, and its severity is assessed using the Visual Analogue Scale for Fatigue (VAS-F) questionnaire. Our system is designed to intervenes during the tasks based on the detected cognitive fatigue levels. In this paper, we concentrate on validating the cognitive fatigue detection system using only physiological sensors during task performance, achieving an accuracy of 85.7% and a recall of 0.87. We provide detailed insights into the system design and present a preliminary analysis of the gathered data.
"
ACM,"Stegner, Laura and Senft, Emmanuel and Mutlu, Bilge",Situated Participatory Design: A Method for In Situ Design of Robotic Interaction with Older Adults,2023,10.1145/3544548.3580893,"We present a participatory design method to design human-robot interactions with older adults and its application through a case study of designing an assistive robot for a senior living facility. The method, called Situated Participatory Design (sPD), was designed considering the challenges of working with older adults and involves three phases that enable designing and testing use scenarios through realistic, iterative interactions with the robot. In design sessions with nine residents and three caregivers, we uncovered a number of insights about sPD that help us understand its benefits and limitations. For example, we observed how designs evolved through iterative interactions and how early exposure to the robot helped participants consider using the robot in their daily life. With sPD, we aim to help future researchers to increase and deepen the participation of older adults in designing assistive technologies.","Human-robot interaction, accessibility, assistive robots, design methods, field study, older adults, participatory design",Sim,Sim,Igual,"Meets all inclusion criteria: discusses collaborative/multifunction robots in target sector(s), includes practical evaluation/deployment info, peer-reviewed conference/journal, English, and published between 2020–2025.","Forte alinhamento. O estudo apresenta um estudo de caso (IC2) para projetar HRI (IC1) com um robô assistivo (IC1) em um contexto de saúde (instalação para idosos, IC1). O ano de 2023 atende ao IC5.",Ambas,Sim,"Title: Situated Participatory Design: A Method for In Situ Design of Robotic Interaction with Older Adults
Abstract: We present a participatory design method to design human-robot interactions with older adults and its application through a case study of designing an assistive robot for a senior living facility. The method, called Situated Participatory Design (sPD), was designed considering the challenges of working with older adults and involves three phases that enable designing and testing use scenarios through realistic, iterative interactions with the robot. In design sessions with nine residents and three caregivers, we uncovered a number of insights about sPD that help us understand its benefits and limitations. For example, we observed how designs evolved through iterative interactions and how early exposure to the robot helped participants consider using the robot in their daily life. With sPD, we aim to help future researchers to increase and deepen the participation of older adults in designing assistive technologies.
"
ACM,"Garrett, Rachael and Brundell, Patrick and Castle-Green, Simon and Hawkins, Kat and Tennent, Paul and Zhou, Feng and Lampinen, Airi and H""{o}""{o}k, Kristina and Benford, Steve",Friction in Processual Ethics: Reconfiguring Ethical Relations in Interdisciplinary Research,2025,10.1145/3706598.3714123,"Friction – disagreement and breakdown – is an omnipresent aspect of conducting interdisciplinary research yet is rarely presented in formal research reporting. We analyse a performance-led research process where professional dancers with different disabilities explored how to improvise with an industrial robot, with the support of an interdisciplinary team of human-computer and human-robot interaction researchers. We focus on one site of friction in our research process; how to dance – safely – with robots? By presenting our research process, we exemplify the different ways in which we encountered this friction and how we reconfigured the research process around it. We contribute five ways in which we arrived at a generative ethical outcome, which may be helpful in productively engaging with friction in interdisciplinary collaboration.","ethics, processual ethics, felt ethics, research ethics, artist-led research, somabotics, robots, dance, disability, crip feminism, friction, misalignment",Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC1 met: Appears focused on single-task / traditional industrial robot tasks (welding/painting/assembly/etc.).,"EC2 atendido. O contexto do estudo são ""dançarinos"" (entretenimento/arte), que é um setor excluído. Ele não demonstra aplicabilidade clara à logística, saúde ou serviços de campo.",Ambas,Não,"Title: Friction in Processual Ethics: Reconfiguring Ethical Relations in Interdisciplinary Research
Abstract: Friction – disagreement and breakdown – is an omnipresent aspect of conducting interdisciplinary research yet is rarely presented in formal research reporting. We analyse a performance-led research process where professional dancers with different disabilities explored how to improvise with an industrial robot, with the support of an interdisciplinary team of human-computer and human-robot interaction researchers. We focus on one site of friction in our research process; how to dance – safely – with robots? By presenting our research process, we exemplify the different ways in which we encountered this friction and how we reconfigured the research process around it. We contribute five ways in which we arrived at a generative ethical outcome, which may be helpful in productively engaging with friction in interdisciplinary collaboration.
"
ACM,"Krishna Sharma, Vinay and Saluja, Kamalpreet and Mollyn, Vimal and Biswas, Pradipta",Eye Gaze Controlled Robotic Arm for Persons with Severe Speech and Motor Impairment,2020,10.1145/3379155.3391324,Recent advancements in the field of robotics offers new promises for people with different range of abilities although making a human robot interface for people with severe disabilities is challenging. This paper describes the design and development of an eye gaze controlled interface for users with severe speech and motor impairment to manipulate a robotic arm. Two user studies were reported on pick and drop and reachability studies involving users with severe speech and motor impairment. Using the eye gaze controlled interface users could undertake representative pick and drop task at an average duration less than 15 secs and reach a randomly designated target within 60 secs.,"Eye gaze tracking, Human-Robot Interaction, assistive technology",Não,Sim,Diferente,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"Forte alinhamento. O estudo discute um robô assistivo (saúde) (IC1) e fornece dados de estudos de usuário sobre seu desempenho (impacto medido/eficiência, IC2). O ano de 2020 atende ao IC5.",,Sim,"Title: Eye Gaze Controlled Robotic Arm for Persons with Severe Speech and Motor Impairment
Abstract: Recent advancements in the field of robotics offers new promises for people with different range of abilities although making a human robot interface for people with severe disabilities is challenging. This paper describes the design and development of an eye gaze controlled interface for users with severe speech and motor impairment to manipulate a robotic arm. Two user studies were reported on pick and drop and reachability studies involving users with severe speech and motor impairment. Using the eye gaze controlled interface users could undertake representative pick and drop task at an average duration less than 15 secs and reach a randomly designated target within 60 secs.
"
ACM,"Marvel, Jeremy A. et al.",Introduction to the Special Issue on Test Methods for Human-Robot Teaming Performance Evaluations,2022,10.1145/3544303,"This special issue of the Transactions on Human-Robot Interaction highlights, documents, and explores the metrics, test methods, and artifacts used in human-robot interaction (HRI) research. This collection of articles brings to attention the commonalities between the application of measurement science for the assessment and assurance of human-centric robotics in a variety of application domains, including industry, education, and defense. This special issue draws specific attention to the use and impact of metrology toward the advancement of HRI technologies and algorithms, and it promotes the application of measurement science toward the benchmarking and replication of HRI research. Special attention is given to the use cases, data sets, test methodologies, measurement techniques, metrics, and statistical analyses used to evaluate system performance.","Test methods and metrics, repeatability studies, performance measures, benchmarking, use cases, data sets",Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"EC4 atendido. O título e o resumo identificam este artigo como uma ""Introdução à Edição Especial"", que é uma forma de editorial, não um artigo de pesquisa primário.",Ambas,Não,"Title: Introduction to the Special Issue on Test Methods for Human-Robot Teaming Performance Evaluations
Abstract: This special issue of the Transactions on Human-Robot Interaction highlights, documents, and explores the metrics, test methods, and artifacts used in human-robot interaction (HRI) research. This collection of articles brings to attention the commonalities between the application of measurement science for the assessment and assurance of human-centric robotics in a variety of application domains, including industry, education, and defense. This special issue draws specific attention to the use and impact of metrology toward the advancement of HRI technologies and algorithms, and it promotes the application of measurement science toward the benchmarking and replication of HRI research. Special attention is given to the use cases, data sets, test methodologies, measurement techniques, metrics, and statistical analyses used to evaluate system performance.
"
ACM,"Cheon, EunJeong et al.",Robots as a Place for Socializing: Influences of Collaborative Robots on Social Dynamics In- and Outside the Production Cells,2022,10.1145/3555558,"Introducing robots in the workplace entails new practices and configurations at the individual, organizational, and social levels. Prior work has focused on how robots may have an immediate effect on individual employees or tasks rather than collectively influencing employees or the organizations they work for gradually over time. By drawing on fourteen in-situ interviews with six collaborative robot (cobot) operators at a Danish manufacturing company, this paper investigates how cobots in the manufacturing context may engage broader interactions beyond the robot-operator interaction. Our focus includes spatial configurations centering around the cobots, social interactions between employees, and information flow through, within, and outside the production cells. Introducing and implementing cobots in the workplace has social dynamics at its core, which we explore in depth. This paper argues that the design of cobots and the environment around them should accommodate the possibility of more complicated social and organizational changes brought about by these robots. Lastly, we discuss research and design implications for the future of workplaces involving robots.","collaborative robots, social dynamics, the future of work, workers, workplaces",Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 não atendido. Embora o estudo se concentre em ""robôs colaborativos (cobots)"", o contexto é uma ""empresa de manufatura"" e ""células de produção"". Isso não se alinha aos setores-alvo necessários (logística, saúde ou serviços de campo).",Ambas,Não,"Title: Robots as a Place for Socializing: Influences of Collaborative Robots on Social Dynamics In- and Outside the Production Cells
Abstract: Introducing robots in the workplace entails new practices and configurations at the individual, organizational, and social levels. Prior work has focused on how robots may have an immediate effect on individual employees or tasks rather than collectively influencing employees or the organizations they work for gradually over time. By drawing on fourteen in-situ interviews with six collaborative robot (cobot) operators at a Danish manufacturing company, this paper investigates how cobots in the manufacturing context may engage broader interactions beyond the robot-operator interaction. Our focus includes spatial configurations centering around the cobots, social interactions between employees, and information flow through, within, and outside the production cells. Introducing and implementing cobots in the workplace has social dynamics at its core, which we explore in depth. This paper argues that the design of cobots and the environment around them should accommodate the possibility of more complicated social and organizational changes brought about by these robots. Lastly, we discuss research and design implications for the future of workplaces involving robots.
"
ACM,"Reyes-Cruz, Gisela et al.","Please Follow Me to the Next Stop: A Case Study of Planning, Deploying and Researching a Robot-Guided Tour in a Museum in the UK",2025,10.1145/3706599.3706660,"Robots are increasingly being used in public spaces in the UK. Museums and galleries are a noteworthy setting for exploring robot adoption, such as for providing guided tours or enabling remote visits. Although robots have been deployed in museums in the past, there is arguably little information about what is involved in the process of both deploying and researching them. In this case study paper, we present our experiences and lessons learnt from conducting a research study of a robot-guided tour in a museum in the UK. We describe the process and stakeholders, and discuss the challenges and opportunities that emerged throughout. We provide recommendations for Human-Robot Interaction researchers hoping to move their investigations out of the lab and into the real world.","robot guided tour, museums and galleries, robot deployment, co-creation, stakeholder involvement",Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment).,"EC2 atendido. O contexto do estudo é um ""museu"", que se enquadra nos setores excluídos (entretenimento/espaço público) e não é um dos setores-alvo (logística, saúde ou serviços de campo).",Ambas,Não,"Title: Please Follow Me to the Next Stop: A Case Study of Planning, Deploying and Researching a Robot-Guided Tour in a Museum in the UK
Abstract: Robots are increasingly being used in public spaces in the UK. Museums and galleries are a noteworthy setting for exploring robot adoption, such as for providing guided tours or enabling remote visits. Although robots have been deployed in museums in the past, there is arguably little information about what is involved in the process of both deploying and researching them. In this case study paper, we present our experiences and lessons learnt from conducting a research study of a robot-guided tour in a museum in the UK. We describe the process and stakeholders, and discuss the challenges and opportunities that emerged throughout. We provide recommendations for Human-Robot Interaction researchers hoping to move their investigations out of the lab and into the real world.
"
ACM,Ausente,CHIWORK '25 Adjunct: Adjunct Proceedings of the 4th Annual Symposium on Human-Computer Interaction for Work,2025,10.1145/3707640,"Welcome to CHIWORK 2025, the 4th Annual Symposium on Human-Computer Interaction for Work to be held at Centrum Wiskunde & Informatica (CWI) in Amsterdam, The Netherlands.

CHIWORK is the annual symposium that aims to grow our understanding of how Human-Computer Interaction (HCI) will support work in the future. Advances in Computing technology are rapidly changing the way we work. Human-computer interaction (HCI) is a critical aspect of this ongoing change, as a way to support workers in successfully navigating fast-paced changes in working environments, which might include novel computing devices, new sensing and work(er) wellbeing and performance measurement techniques, interacting with AI agents, and the new roles for people in work environments where automation is increasing.
",Ausente,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"EC4 atendido. O título identifica isso como ""Anais Adjuntos"", que é uma coleção ou editorial, não um artigo de conferência ou periódico completo revisado por pares.",Ambas,Não,"Title: CHIWORK '25 Adjunct: Adjunct Proceedings of the 4th Annual Symposium on Human-Computer Interaction for Work
Abstract: Welcome to CHIWORK 2025, the 4th Annual Symposium on Human-Computer Interaction for Work to be held at Centrum Wiskunde & Informatica (CWI) in Amsterdam, The Netherlands.

CHIWORK is the annual symposium that aims to grow our understanding of how Human-Computer Interaction (HCI) will support work in the future. Advances in Computing technology are rapidly changing the way we work. Human-computer interaction (HCI) is a critical aspect of this ongoing change, as a way to support workers in successfully navigating fast-paced changes in working environments, which might include novel computing devices, new sensing and work(er) wellbeing and performance measurement techniques, interacting with AI agents, and the new roles for people in work environments where automation is increasing.

"
